Academic Year	UoS Code	Uos Name	Session	Delivery Mode	Campus
2019	PHAR3820	Neurology and Mental Health	Semester 2b (S2CRB)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 14:00-17:00 [wks 4 to 8] @ Chemistry |  Tue 14:00-17:00 [wks 3 to 7] @ Sydney Nanoscience Hub |  Wed 14:00-17:00 [wks 3 to 7] @ Sydney Nanoscience Hub |  Fri 14:00-17:00 [wks 3 to 7] @ Sydney Nanoscience Hub | 
2019	PHAR3825	Pharmaceutical Skills and Dispensing B	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 15:00-16:00 [wks 1] @ Chemistry |  Mon 16:00-17:00 [wks 1 to 2] @ Chemistry |  Wed 16:00-17:00 [wks 1] @ Sydney Nanoscience Hub | 
2019	PHAR4811	Pharmacotherapeutics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-11:00 [wks 1 to 6, 11 to 13] @ Carslaw |  Wed 09:00-13:00 [wks -1] @ Carslaw |  Wed 09:00-11:00 [wks 1 to 6, 11 to 13] @ Carslaw |  Fri 11:00-13:00 [wks -1] @ Quadrangle Building | 
2019	PHAR4813	Novel Therapeutics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 1 to 3] @ Veterinary Science Conference Centre |  Thu 09:00-11:00 [wks 1 to 3] @ Abercrombie Business School | 
2019	PHAR4814	Pharmacy Management	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 1 to 6, 11 to 13] @ Eastern Avenue Complex |  Fri 11:00-13:00 [wks 1 to 6, 11 to 13] @ Quadrangle Building |  Fri 14:00-16:00 [wks -1] @ Quadrangle Building | 
2019	PHAR4821	Professional Practice	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 8, 10 to 13] @ Veterinary Science Conference Centre |  Thu 09:00-13:00 [wks 9 to 13] @ Abercrombie Business School |  Thu 11:00-13:00 [wks 2 to 3, 8] @ Abercrombie Business School | 
2019	PHAR4823	Pharmacy Services and Public Health	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 6, 11 to 13] @ Bosch 1A |  Wed 11:00-13:00 [wks 1 to 6, 11 to 13] @ Carslaw | 
2019	PHAR4830	Honours	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 09:00-12:00 [wks 7] @ Edgeworth David Geology Building | 
2019	PHAR4831	Pharmacy Industrial Placement	Semester 2 (S2C)	PP - Professional Practice	CC - Camperdown/Darlington, Sydney	 Wed 15:00-18:00 [wks 7] @ Pharmacy | 
2019	PHAR5711	Introductory Professional Practice	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-13:00 [wks 1] @ Abercrombie Business School |  Tue 15:30-17:30 [wks 1 to 8, 10, 12] @ Chemistry |  Tue 15:30-17:30 [wks 9, 11, 13] @ Abercrombie Business School | 
2019	PHAR5712	Pharmaceutical Microbiology	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 10] @ Heydon-Laurence |  Tue 13:00-15:00 [wks 12] @ Chemistry |  Wed 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	PHAR5713	Medicinal and Pharmaceutical Chemistry	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 13:00-15:00 [wks 2, 13] @ Chemistry |  Wed 09:00-10:00 [wks 1 to 13] @ Carslaw |  Fri 12:00-13:00 [wks 1 to 7, 9 to 13] @ Chemistry | 
2019	PHAR5714	Pharmaceutics and Formulations	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 12:00-13:00 [wks 2 to 13] @ Quadrangle Building |  Tue 13:00-14:30 [wks 1] @ Pharmacy |  Wed 12:00-14:00 [wks 1 to 13] @ Edgeworth David Geology Building | 
2019	PHAR5715	Metabolism and Pharmacokinetics	Semester 2a (S2CRA)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 09:00-12:00 [wks 1 to 4] @ Pharmacy |  Wed 12:00-13:00 [wks 1 to 4] @ Pharmacy |  Thu 09:00-12:00 [wks 1 to 4] @ Pharmacy |  Thu 12:00-13:00 [wks 1 to 4] @ Pharmacy |  Fri 09:00-12:00 [wks 1 to 4] @ Pharmacy |  Fri 12:00-13:00 [wks 1 to 4] @ Pharmacy | 
2019	PHAR5716	Integrated Primary Healthcare 1	Semester 2b (S2CRB)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 09:00-11:00 [wks -1, 1 to 7] @ Pharmacy |  Thu 09:00-11:00 [wks -1, 1 to 7] @ Pharmacy |  Fri 11:00-12:00 [wks -1, 1 to 7] @ Pharmacy | 
2019	PHAR5717	Integrated Primary Healthcare 2	Semester 2b (S2CRB)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-12:00 [wks -1, 1 to 7] @ Pharmacy |  Thu 11:00-13:00 [wks -1, 1 to 7] @ Pharmacy |  Fri 09:00-11:00 [wks -1, 1 to 7] @ Pharmacy | 
2019	PHAR5721	Neurology and Mental Health	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-13:00 [wks 1 to 12] @ Pharmacy | 
2019	PHAR5722	Endocrine, Renal and Cardiovascular	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	PHAR5723	Immunology and Cancer	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 09:00-13:00 [wks 1 to 13] @ Old Teachers College | 
2019	PHAR5725	Public Health and Pharmaceutical Policy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-11:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School |  Tue 11:00-13:00 [wks 1 to 13] @ J D Stewart | 
2019	PHAR5727	Professional Practice	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-13:00 [wks 1 to 4, 7 to 8, 10 to 13] @ Merewether |  Mon 11:00-13:00 [wks 5 to 6] @ Charles Perkins Centre |  Tue 13:00-14:00 [wks 1 to 13] @ Pharmacy | 
2019	PHAR5728	Pharmacy Capstone	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1] @ R M C Gunn | 
2019	PHIL1011	Reality, Ethics and Beauty	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-12:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	PHIL1012	Introductory Logic	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-10:00 [wks 1 to 13] @ New Law Annexe | 
2019	PHIL1012	Introductory Logic	Int July (S2CIJL)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 09:00-11:00 [wks 2 to 4] @ Quadrangle Building, General Lecture Theatre K2.05 |  Tue 09:00-11:00 [wks 2 to 4] @ Quadrangle Building, General Lecture Theatre K2.05 |  Thu 09:00-11:00 [wks 2 to 4] @ Quadrangle Building, General Lecture Theatre K2.05 |  Fri 09:00-11:00 [wks 2 to 4] @ Quadrangle Building, General Lecture Theatre K2.05 | 
2019	PHIL1013	Society, Knowledge and Self	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-12:00 [wks 1 to 13] @ Education Building | 
2019	PHIL2606	Knowledge, Reason and Action	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 13:00-15:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL2607	Eighteenth Century French Philosophy	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Old Teachers College | 
2019	PHIL2612	History of Ethics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 12:00-14:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL2613	Plato and Aristotle	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ Wilkinson | 
2019	PHIL2614	The Presocratics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-12:00 [wks 1 to 13] @ Eastern Avenue Complex | 
2019	PHIL2615	Logic and Proof	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 13] @ Old Teachers College | 
2019	PHIL2617	Practical Ethics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 13] @ Eastern Avenue Complex | 
2019	PHIL2618	Aesthetics and Art	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL2620	Probability and Decision Theory	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 09:00-11:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL2622	Reality, Time and Possibility: Metaphysics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Physics | 
2019	PHIL2623	Moral Psychology	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL2629	The Mind-Body Problem: From Descartes to Kant	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 12:00-14:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL2635	Political Philosophy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ Chemical Engineering | 
2019	PHIL2640	Environmental Philosophy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ Quadrangle Building | 
2019	PHIL2642	Critical Thinking	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL2643	Philosophy of Mind	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL2645	Philosophy of Law	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-12:00 [wks 1 to 7, 9 to 13] @ Old Teachers College | 
2019	PHIL2646	Philosophy and Literature	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 14:00-16:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL2647	Philosophy of Happiness	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Merewether | 
2019	PHIL2655	Ethics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	PHIL2658	Philosophy in Film	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 11:00-13:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	PHIL2661	Philosophy of Sex	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Abercrombie Business School | 
2019	PHIL2663	Justice	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL2667	Scepticism: From Illusion to Reality	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL2671	Locke and Natural Philosophy	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ John Woolley | 
2019	PHIL2672	Time and Space	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 11:00-13:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL2675	Existentialism	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-14:00 [wks 1 to 13] @ New Law Annexe | 
2019	PHIL2677	How Biology Matters to Philosophy	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 13] @ New Law Annexe | 
2019	PHIL3605	Early Modern Theories of Perception	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ in Physics Road Learning Hub | 
2019	PHIL3608	Philosophy of Information	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 13:00-15:00 [wks 1 to 13] @ R M C Gunn | 
2019	PHIL3609	Philosophy of Logic	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-12:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL3613	Philosophy of Human Rights	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-12:00 [wks 1 to 13] @ Quadrangle Building | 
2019	PHIL3617	Practical Ethics Advanced	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 13] @ Eastern Avenue Complex | 
2019	PHIL3643	Philosophy of Mind Advanced	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL3655	Ethics (Advanced)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-12:00 [wks 1 to 8, 10 to 13] @ Abercrombie Business School | 
2019	PHIL3662	Reality Time and Possibility M'physics Adv	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Physics | 
2019	PHIL3663	Justice (Advanced)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 11:00-13:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL3681	Aesthetics and Art Advanced	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-13:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL3999	Interdisciplinary Impact	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 1 to 13] @ Carslaw | 
2019	PHIL3999	Interdisciplinary Impact	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 10:00-11:00 [wks 1 to 13] @ Peter Nicol Russell | 
2019	PHIL6251	Ethics and Leadership	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 17:00-19:00 [wks 1 to 13] @ Education Building | 
2019	PHSI2007	Key Concepts in Physiology	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 13:00-14:00 [wks 1 to 13] @ Merewether | 
2019	PHSI2008	Integrated Physiology	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-10:00 [wks 1 to 13] @ Charles Perkins Centre |  Thu 09:00-10:00 [wks 1 to 7, 9 to 13] @ Charles Perkins Centre |  Thu 09:00-10:00 [wks 8] @ Holme Building |  Fri 09:00-10:00 [wks 1 to 13] @ Charles Perkins Centre | 
2019	PHSI2601	Physiology for Pharmacy	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 13:00-14:00 [wks 4] @ Merewether |  Tue 13:00-14:00 [wks 10] @ Bosch 1A |  Wed 12:00-13:00 [wks 1 to 13] @ Bosch 1A |  Thu 12:00-13:00 [wks 1 to 5, 7 to 13] @ Sydney Nanoscience Hub |  Thu 13:00-14:00 [wks 4, 13] @ Bosch 1A |  Thu 13:00-15:00 [wks 6] @ New Law Annexe |  Fri 09:00-10:00 [wks 1 to 4, 6 to 7, 9 to 13] @ Quadrangle Building |  Fri 09:00-10:00 [wks 5] @ Bosch 1A |  Fri 12:00-13:00 [wks 1 to 7, 9 to 13] @ Bosch 1A | 
2019	PHSI2907	Key Concepts in Physiology (Advanced)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 13:00-14:00 [wks 1 to 13] @ Merewether | 
2019	PHSI2908	Integrated Physiology (Advanced)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-10:00 [wks 1 to 13] @ Charles Perkins Centre |  Thu 09:00-10:00 [wks 1 to 7, 9 to 13] @ Charles Perkins Centre |  Thu 09:00-10:00 [wks 8] @ Holme Building |  Fri 09:00-10:00 [wks 1 to 13] @ Charles Perkins Centre | 
2019	PHSI3012	Physiology of Disease	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 12:00-13:00 [wks 1 to 13] @ Carslaw |  Fri 14:00-15:00 [wks 1 to 13] @ Social Sciences Building | 
2019	PHSI3912	Physiology of Disease (Advanced)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 12:00-13:00 [wks 1 to 13] @ Carslaw |  Fri 14:00-15:00 [wks 1 to 13] @ Social Sciences Building | 
2019	PHYS3034	Quantum, Statistical and Comp Physics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 7 to 13] @ Physics | 
2019	PHYS3036	Condensed Matter and Particle Physics	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 13:00-14:00 [wks 1 to 13] @ Physics |  Wed 09:00-10:00 [wks 1 to 13] @ Physics |  Fri 12:00-13:00 [wks 1 to 7, 9 to 13] @ Physics | 
2019	PHYS3037	Plasma and Astrophysics	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-12:00 [wks 1 to 13] @ Physics |  Wed 09:00-10:00 [wks 1 to 13] @ Physics |  Thu 11:00-12:00 [wks 1 to 2, 7 to 13] @ Physics | 
2019	PHYS3888	Physics Interdisciplinary Project	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 09:00-10:00 [wks 1 to 6] @ Sydney Nanoscience Hub |  Thu 09:00-10:00 [wks 2 to 5] @ Physics | 
2019	PHYS3934	Quantum, Statistical and Comp Phys (Adv)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-11:00 [wks 7 to 13] @ Physics | 
2019	PHYS3936	Condensed Matter and Particle Phys (Adv)	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 13:00-14:00 [wks 1 to 13] @ Physics |  Wed 09:00-10:00 [wks 1 to 13] @ Physics |  Fri 12:00-13:00 [wks 1 to 7, 9 to 13] @ Physics | 
2019	PHYS3937	Plasma and Astrophysics (Advanced)	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 11:00-12:00 [wks 1 to 13] @ Physics |  Wed 09:00-10:00 [wks 1 to 13] @ Physics |  Thu 11:00-12:00 [wks 1 to 2, 7 to 13] @ Physics | 
2019	PHYS4011	Physics Honours A	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 10:00-11:00 [wks -1, 1 to 13] @ Sydney Nanoscience Hub | 
2019	PHYS4801	Industrial Ecology	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-14:00 [wks 1 to 13] @ in Physics Road Learning Hub | 
2019	PHYS4802	Quantitative Disaster Analysis	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 10:00-13:00 [wks 1 to 8, 10 to 13] @ New Law Annexe | 
2019	PHYS5031	Ecological Econ and Sustainable Analysis	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 17:00-20:00 [wks 1 to 13] @ New Law Annexe | 
2019	PHYS5032	Techniques for Sustainability Analysis	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 14:00-17:00 [wks 1 to 13] @ Merewether | 
2019	PHYS5033	Environmental Footprints and IO Analysis	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-15:00 [wks 1 to 11, 13] @ Physics |  Thu 13:00-15:00 [wks 12] @ Chemistry | 
2019	PHYS5033	Environmental Footprints and IO Analysis	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-12:00 [wks 1 to 13] @ Physics | 
2019	PLAN9045	Economics for the Built Environment	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 09:00-17:00 [wks 4 to 5, 10] @ Abercrombie Business School |  Fri 09:00-17:00 [wks 8] @ Abercrombie Business School | 
2019	PLAN9061	Planning Principles, Systems and Practice	Semester 1 (S1C)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Fri 09:00-17:00 [wks 3] @ New Law Annexe |  Fri 09:00-17:00 [wks 5] @ Quadrangle Building |  Fri 09:00-17:00 [wks 9] @ Abercrombie Business School |  Fri 09:00-17:00 [wks 11] @ Biochemistry | 
2019	PLAN9063	Strategic Planning and Design	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 16:00-18:00 [wks 1 to 13] @ Wilkinson | 
2019	PLAN9064	Land Use and Infrastructure Planning	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 17:00-19:00 [wks 1 to 3] @ Abercrombie Business School |  Thu 17:00-19:00 [wks 4 to 6] @ Carslaw |  Thu 17:00-18:00 [wks 7] @ Carslaw |  Thu 17:00-19:00 [wks 8 to 13] @ Wilkinson |  Thu 18:00-19:00 [wks 7] @ Wilkinson | (For your Week 7 Thu 18:00-19:00 class, your unit coordinator will advise your allocated venue.)
2019	PLAN9068	History and Theory of Planning and Design	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 18:00-20:00 [wks 1 to 13] @ Wilkinson | 
2019	PLAN9071	Housing and Urban and Regional Development	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Fri 09:00-17:00 [wks 4, 10, 12 to 13] @ Wilkinson | 
2019	PLAN9073	GIS Based Planning Policy and Analysis	Int June (S1CIJN)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Sat 09:00-17:00 [wks 3, 5] @ Wilkinson 212 Computing Studio                     |  Sun 09:00-17:00 [wks 3, 5] @ Wilkinson 212 Computing Studio                     | 
2019	PLAN9073	GIS Based Planning Policy and Analysis	Int November (S2CINO)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Sat 09:00-17:00 [wks 2 to 3] @ Wilkinson |  Sun 09:00-17:00 [wks 2 to 3] @ Wilkinson | 
2019	PLAN9075	Urban Data and Science of Cities	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Thu 13:00-14:00 [wks 1 to 13] @ Wilkinson | 
2019	PMGT1852	Facilitation and Stakeholder Engagement	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:00-17:00 [wks 2 to 6] @ Wilkinson | 
2019	PMGT3851	Project Management Capstone Project B	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:00-17:00 [wks 2 to 6] @ Wilkinson | 
2019	PMGT3855	Project Variance Analysis	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 12:00-14:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	PMGT5850	Project Management Capstone Project	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Wed 16:00-17:00 [wks 2 to 6] @ Wilkinson | 
2019	PMGT5850	Project Management Capstone Project	Semester 2 (S2C)	OL - Online	CC - Camperdown/Darlington, Sydney	 Wed 16:00-17:00 [wks 2 to 6] @ Wilkinson | 
2019	PMGT5886	System Dynamics Modelling for PM	Semester 2 (S2C)	NE - Normal Evening	CC - Camperdown/Darlington, Sydney	 Fri 14:00-16:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	PMGT5886	System Dynamics Modelling for PM	Semester 2 (S2C)	OL - Online	CC - Camperdown/Darlington, Sydney	 Fri 14:00-16:00 [wks 1 to 13] @ Civil & Mining Engineering | 
2019	PMGT5888	Global Project Management	Semester 2 (S2C)	BM - Block Mode	CC - Camperdown/Darlington, Sydney	 Thu 09:00-17:00 [wks 1, 5, 10] @ 133 Castlereagh Street |  Fri 09:00-17:00 [wks 1, 5, 10] @ 133 Castlereagh Street | 
2019	PMGT5888	Global Project Management	Semester 2 (S2C)	OL - Online	CC - Camperdown/Darlington, Sydney	 Thu 09:00-17:00 [wks 1, 5, 10] @ 133 Castlereagh Street |  Fri 09:00-17:00 [wks 1, 5, 10] @ 133 Castlereagh Street | 
2019	PMGT5895	Contracts Management	Semester 1 (S1C)	NE - Normal Evening	CC - Camperdown/Darlington, Sydney	 Mon 18:00-21:00 [wks 1 to 13] @ New Law Annexe | 
2019	PPAT3003	Plant Health and Disease	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Tue 10:00-11:00 [wks 1 to 13] @ Wilkinson | 
2019	PRFM1601	Making Theatre: Process and Collaboration	Semester 1 (S1C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 12:00-13:00 [wks 1 to 13] @ Edgeworth David Geology Building | 
2019	PRFM1601	Making Theatre: Process and Collaboration	Int July (S2CIJL)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 11:00-12:00 [wks 3 to 5] @ Performance Studies Audio Visual Room              |  Tue 11:00-12:00 [wks 3 to 5] @ Performance Studies Audio Visual Room              |  Wed 11:00-12:00 [wks 3 to 5] @ Performance Studies Audio Visual Room              |  Thu 11:00-12:00 [wks 3 to 5] @ Performance Studies Audio Visual Room              | 
2019	PRFM1602	Dangerous Performances	Semester 2 (S2C)	ND - Normal Daytime	CC - Camperdown/Darlington, Sydney	 Mon 13:00-15:00 [wks 1 to 8, 10 to 13] @ Physics | 
